1755265906	ACC	0.064008005	0.05802595	9.810573
1755265914	ACC	0.07537391	0.050249275	9.811171
1755265923	ACC	0.08973085	0.053240303	9.797412
1755265931	ACC	0.10468599	0.04366901	9.806984
1755265939	ACC	0.09451649	0.05383851	9.805189
1755265948	ACC	0.07776674	0.052043892	9.810573
1755265956	ACC	0.05802595	0.050249275	9.823733
1755265964	ACC	0.047258247	0.05383851	9.823733
1755265973	ACC	0.038285162	0.061016977	9.829716
1755265981	ACC	0.047258247	0.05503492	9.819546
1755265989	ACC	0.06281159	0.05802595	9.819546
1755265998	ACC	0.07178468	0.051445685	9.80818
1755266006	ACC	0.08973085	0.052043892	9.798011
1755266014	ACC	0.08853444	0.047856454	9.807582
1755266023	ACC	0.06520442	0.05922236	9.811171
1755266031	ACC	0.047856454	0.059820566	9.817751
1755266039	ACC	0.03708875	0.04965107	9.81835
1755266048	ACC	0.040677983	0.052043892	9.812367
1755266056	ACC	0.048454657	0.054436713	9.81476
1755266064	ACC	0.053240303	0.052043892	9.809377
1755266073	ACC	0.06281159	0.048454657	9.818948
1755266081	ACC	0.084346995	0.051445685	9.808778
1755266089	ACC	0.078963146	0.047856454	9.80818
1755266098	ACC	0.07716853	0.050847482	9.806984
1755266106	ACC	0.06699903	0.05383851	9.81476
1755266114	ACC	0.05623133	0.051445685	9.818948
1755266123	ACC	0.06460621	0.055633128	9.821341
1755266131	ACC	0.06699903	0.047856454	9.812367
1755266139	ACC	0.06819545	0.052043892	9.818948
1755266148	ACC	0.064008005	0.051445685	9.814162
1755266156	ACC	0.069391854	0.061615184	9.817153
1755266164	ACC	0.05802595	0.061615184	9.809975
1755266173	ACC	0.05503492	0.062213387	9.81476
1755266181	ACC	0.047856454	0.049052864	9.819546
1755266189	ACC	0.050249275	0.05623133	9.809975
1755266198	ACC	0.064008005	0.054436713	9.814162
1755266206	ACC	0.06699903	0.049052864	9.817153
1755266214	ACC	0.08015956	0.055633128	9.798011
1755266223	ACC	0.0741775	0.049052864	9.805787
1755266231	ACC	0.0634098	0.05383851	9.803394
1755266239	ACC	0.06999006	0.05623133	9.814162
1755266248	ACC	0.053240303	0.05503492	9.805787
1755266256	ACC	0.04965107	0.052043892	9.819546
1755266264	ACC	0.05682954	0.05623133	9.815957
1755266273	ACC	0.06580263	0.052043892	9.81476
1755266281	ACC	0.07178468	0.04965107	9.8219385
1755266289	ACC	0.08673982	0.05682954	9.805189
1755266298	ACC	0.08255238	0.050249275	9.804591
1755266306	ACC	0.08075777	0.053240303	9.811171
1755266314	ACC	0.069391854	0.052043892	9.806984
1755266323	ACC	0.05922236	0.050847482	9.821341
1755266331	ACC	0.049052864	0.054436713	9.827323
1755266339	ACC	0.049052864	0.059820566	9.823733
1755266348	ACC	0.05503492	0.058624156	9.82493
1755266356	ACC	0.0634098	0.059820566	9.810573
1755266364	ACC	0.06759724	0.0526421	9.808778
1755266373	ACC	0.068793654	0.058624156	9.81476
1755266381	ACC	0.05922236	0.061016977	9.806984
