1812390164	ACC	0.7926225	0.019142581	9.875777
1812390197	ACC	0.80817586	0.029312078	9.816555
1812390231	ACC	0.77706915	0.025722843	9.789636
1812390264	ACC	0.7645068	0.03708875	9.771091
1812390297	ACC	0.76689965	0.023928227	9.7812605
1812390331	ACC	0.77587277	0.013160525	9.793823
1812390364	ACC	0.7896315	0.010169496	9.786645
1812390397	ACC	0.74596244	0.019740786	9.771689
1812390431	ACC	0.76271224	0.03589234	9.777073
1812390464	ACC	0.79860455	0.030508488	9.794421
1812390497	ACC	0.82672024	-0.024526432	9.797412
1812390531	ACC	0.7363912	-0.010169496	9.783653
1812390564	ACC	0.72741807	0.062213387	9.790234
1812390597	ACC	0.82672024	0.05802595	9.811171
1812390631	ACC	0.76989067	-0.028115666	9.803394
1812390664	ACC	0.77407813	0.028115666	9.790234
1812390697	ACC	0.80578303	0.010169496	9.790234
1812390731	ACC	0.7812566	0.037686955	9.77468
1812390764	ACC	0.7573284	0.049052864	9.7681
1812390797	ACC	0.73459655	-0.025722843	9.7812605
1812390831	ACC	0.7501499	0.008374879	9.772886
1812390864	ACC	0.79142606	0.04546363	9.796216
1812390898	ACC	0.85244304	0.015553347	9.823135
1812390931	ACC	0.74895346	0.023330022	9.804591
1812390964	ACC	0.75673014	0.016151553	9.801002
1812390998	ACC	0.7860422	-0.010169496	9.777672
1812391031	ACC	0.715454	0.050847482	9.767502
1812391064	ACC	0.799801	0.053240303	9.787243
1812391098	ACC	0.80159557	-0.017347964	9.803394
1812391131	ACC	0.7860422	-0.0017946169	9.801002
1812391164	ACC	0.7968099	0.05503492	9.788439
1812391198	ACC	0.6233303	0.1381855	9.744172
1812391231	ACC	0.79142606	-0.034695927	9.78485
1812391264	ACC	0.87278205	0.026919255	9.785448
1812391298	ACC	0.65024954	-0.21595225	9.793823
1812391331	ACC	0.8279166	-0.116650105	9.813564
1812391364	ACC	0.8207382	0.07956135	9.783055
1812391398	ACC	0.7363912	0.15553348	9.731609
1812391431	ACC	0.7280163	0.047258247	9.744172
1812391464	ACC	0.6406783	-0.019740786	9.717851
1812391498	ACC	0.7369894	0.07716853	9.75494
1812391531	ACC	0.9924232	0.18843478	9.819546
1812391564	ACC	0.6149554	-0.021535404	9.984651
1812391598	ACC	0.45583272	-0.16510476	10.060024
1812391625	ACC	0.86261255	-0.70169526	10.96152
1812391658	ACC	0.799801	-0.13280165	9.686745
1812391691	ACC	0.6975078	0.031106694	9.609575
1812391725	ACC	0.5706882	0.29491538	9.87159
1812391758	ACC	0.27038896	0.2656033	9.772886
1812391792	ACC	0.3367898	0.15014961	9.84467
1812391825	ACC	0.3379862	0.086141616	9.891331
1812391858	ACC	-0.03589234	0.06699903	9.754341
1812391892	ACC	0.050847482	0.18005991	9.910473
1812391925	ACC	0.13339986	0.18664017	9.873384
1812391958	ACC	0.10348958	0.064008005	9.860224
1812391992	ACC	0.38823548	-0.04127619	9.923634
1812392025	ACC	0.2961118	0.30388847	9.80818
1812392058	ACC	0.3912265	-0.19860429	9.793823
1812392092	ACC	0.6729814	-0.028115666	9.937392
1812392125	ACC	0.7262217	0.14536397	9.61496
1812392158	ACC	0.9200403	0.15792629	10.101301
1812392192	ACC	0.6023931	-0.4989035	9.48156
1812392225	ACC	0.93738824	-0.3906283	10.289138
1812392258	ACC	0.5844469	-0.6364908	9.702896
1812392292	ACC	0.7818548	-0.6089734	10.027721
1812392325	ACC	0.82911307	-0.25962126	9.812367
1812392358	ACC	0.85064846	-0.49172506	9.9140625
1812392392	ACC	0.8243274	-0.45044887	9.987043
1812392425	ACC	0.78664047	-0.21655045	10.103694
1812392458	ACC	0.8171489	-0.17647067	9.8015995
1812392492	ACC	0.49471608	-0.13399807	9.602397
1812392525	ACC	0.4869394	-0.07477571	9.546165
1812392558	ACC	0.6095716	0.34396824	9.71127
1812392592	ACC	0.14476576	0.19920248	9.315259
1812392625	ACC	0.32004002	0.13878371	9.920045
1812392659	ACC	0.43908295	-0.17706887	9.9140625
1812392692	ACC	0.72741807	-0.21894327	10.647463
1812392725	ACC	0.6095716	-0.029312078	10.147363
1812392758	ACC	0.49112684	-0.041874398	9.684352
1812392792	ACC	0.465404	-0.07956135	8.961121
1812392825	ACC	0.64008003	-0.0059820567	8.952746
1812392859	ACC	0.5832505	0.1902294	9.297313
1812392892	ACC	0.87936234	0.29790643	10.1497555
1812392925	ACC	1.1264212	0.009571291	11.048261
1812392959	ACC	0.49950173	-0.09750752	10.721042
1812392992	ACC	0.5688936	0.0041874396	10.928619
1812393025	ACC	0.75493556	0.10229317	9.789038
1812393059	ACC	0.7220342	0.33320054	10.042078
1812393092	ACC	0.27876383	0.44147578	9.332606
1812393125	ACC	0.7902297	0.2632105	9.123833
1812393159	ACC	1.0247263	0.58504516	10.043873
1812393192	ACC	0.4863412	0.038285162	10.483554
1812393225	ACC	0.31226337	0.066400826	9.826126
1812393259	ACC	0.27038896	0.039481573	9.552148
1812393292	ACC	0.6358926	0.2847459	9.507282
1812393325	ACC	0.60059845	0.2955136	9.885947
1812393359	ACC	0.41814575	0.12622139	9.570094
1812393392	ACC	0.4031906	0.17826529	9.690931
1812393425	ACC	0.4336991	0.08554341	9.9015
1812393459	ACC	0.62811595	-0.33918262	10.96152
1812393492	ACC	0.4432704	-0.39421752	11.868401
1812393525	ACC	0.5270192	-0.3272185	11.960524
1812393559	ACC	0.47916272	-0.2650051	11.097313
1812393592	ACC	0.62093747	0.61734825	10.159327
